CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C00294,Likely_to_Leave,15.07,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00295,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C00296,Likely_to_Leave,5.06,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00297,Likely_to_Leave,0.95,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00298,Likely_to_Leave,0.71,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00299,Already_Left,41.29,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00300,Likely_to_Leave,2.86,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00301,Stable,0.28,Aditi Sharma,Thank‑you email with wellness gift voucher
C00302,Likely_to_Leave,8.48,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00303,Likely_to_Leave,3.09,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00304,Stable,0.43,Santosh Rao,Thank‑you email with wellness gift voucher
C00305,Stable,0.54,Kunal Desai,Thank‑you email with wellness gift voucher
C00306,Stable,0.19,Anita Paul,Thank‑you email with wellness gift voucher
C00307,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C00308,Already_Left,62.34,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00309,Stable,0.1,Meera Iyer,Thank‑you email with wellness gift voucher
C00310,Stable,0.1,Santosh Rao,Thank‑you email with wellness gift voucher
C00311,Likely_to_Leave,11.92,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00312,Likely_to_Leave,1.74,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00313,Already_Left,63.05,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00314,Stable,0.03,Rahul Singh,Thank‑you email with wellness gift voucher
C00315,Stable,0.13,Meera Iyer,Thank‑you email with wellness gift voucher
C00316,Stable,0.1,Santosh Rao,Thank‑you email with wellness gift voucher
C00317,Stable,0.27,Kunal Desai,Thank‑you email with wellness gift voucher
C00318,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C00319,Stable,0.3,Aditi Sharma,Thank‑you email with wellness gift voucher
C00320,Likely_to_Leave,1.95,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00321,Likely_to_Leave,25.98,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00322,Likely_to_Leave,10.97,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00323,Stable,0.16,Kunal Desai,Thank‑you email with wellness gift voucher
C00324,Stable,0.38,Anita Paul,Thank‑you email with wellness gift voucher
C00325,Stable,0.14,Aditi Sharma,Thank‑you email with wellness gift voucher
C00326,Stable,0.04,Rahul Singh,Thank‑you email with wellness gift voucher
C00327,Stable,0.2,Meera Iyer,Thank‑you email with wellness gift voucher
C00328,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C00329,Likely_to_Leave,6.12,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00330,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C00331,Likely_to_Leave,2.5,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00332,Already_Left,95.4,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00333,Likely_to_Leave,14.74,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00334,Stable,0.26,Santosh Rao,Thank‑you email with wellness gift voucher
C00335,Likely_to_Leave,2.8,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00336,Stable,0.09,Anita Paul,Thank‑you email with wellness gift voucher
C00337,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C00338,Already_Left,73.1,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00339,Likely_to_Leave,0.78,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00340,Stable,0.11,Santosh Rao,Thank‑you email with wellness gift voucher
C00341,Already_Left,16.9,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00342,Already_Left,38.42,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00343,Likely_to_Leave,2.25,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00344,Likely_to_Leave,54.52,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00345,Likely_to_Leave,1.56,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00346,Likely_to_Leave,9.84,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00347,Stable,0.07,Kunal Desai,Thank‑you email with wellness gift voucher
C00348,Already_Left,49.7,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00349,Likely_to_Leave,26.34,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00350,Stable,0.13,Rahul Singh,Thank‑you email with wellness gift voucher
C00351,Stable,0.17,Meera Iyer,Thank‑you email with wellness gift voucher
C00352,Likely_to_Leave,2.64,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00353,Likely_to_Leave,1.99,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00354,Stable,0.14,Anita Paul,Thank‑you email with wellness gift voucher
C00355,Stable,0.17,Aditi Sharma,Thank‑you email with wellness gift voucher
C00356,Already_Left,31.75,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C00357,Likely_to_Leave,1.87,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00358,Already_Left,97.08,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00359,Likely_to_Leave,12.32,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00360,Likely_to_Leave,19.08,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00361,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C00362,Stable,0.07,Rahul Singh,Thank‑you email with wellness gift voucher
C00363,Stable,0.5,Meera Iyer,Thank‑you email with wellness gift voucher
C00364,Stable,0.14,Santosh Rao,Thank‑you email with wellness gift voucher
C00365,Stable,0.06,Kunal Desai,Thank‑you email with wellness gift voucher
C00366,Stable,0.25,Anita Paul,Thank‑you email with wellness gift voucher
C00367,Stable,0.4,Aditi Sharma,Thank‑you email with wellness gift voucher
C00368,Stable,0.1,Rahul Singh,Thank‑you email with wellness gift voucher
C00369,Likely_to_Leave,14.05,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00370,Likely_to_Leave,61.42,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00371,Likely_to_Leave,1.13,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00372,Stable,0.06,Anita Paul,Thank‑you email with wellness gift voucher
C00373,Likely_to_Leave,7.83,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C00374,Stable,0.34,Rahul Singh,Thank‑you email with wellness gift voucher
C00375,Likely_to_Leave,3.71,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00376,Stable,0.2,Santosh Rao,Thank‑you email with wellness gift voucher
C00377,Likely_to_Leave,34.01,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00378,Already_Left,37.45,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00379,Stable,0.43,Aditi Sharma,Thank‑you email with wellness gift voucher
C00380,Likely_to_Leave,2.78,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00381,Likely_to_Leave,1.65,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00382,Stable,0.37,Santosh Rao,Thank‑you email with wellness gift voucher
C00383,Likely_to_Leave,2.18,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00384,Already_Left,9.96,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00385,Likely_to_Leave,3.11,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00386,Stable,0.12,Rahul Singh,Thank‑you email with wellness gift voucher
C00387,Likely_to_Leave,1.07,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00388,Already_Left,69.38,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00389,Likely_to_Leave,74.62,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00390,Likely_to_Leave,1.57,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C00391,Likely_to_Leave,1.08,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00392,Stable,0.06,Rahul Singh,Thank‑you email with wellness gift voucher
C00393,Likely_to_Leave,5.06,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00394,Likely_to_Leave,3.93,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00395,Already_Left,90.56,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00396,Stable,0.16,Anita Paul,Thank‑you email with wellness gift voucher
C00397,Stable,0.39,Aditi Sharma,Thank‑you email with wellness gift voucher
C00398,Stable,0.39,Rahul Singh,Thank‑you email with wellness gift voucher
C00399,Likely_to_Leave,3.69,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00400,Stable,0.21,Santosh Rao,Thank‑you email with wellness gift voucher
C00401,Stable,0.03,Kunal Desai,Thank‑you email with wellness gift voucher
C00402,Stable,0.24,Anita Paul,Thank‑you email with wellness gift voucher
C00403,Stable,0.1,Aditi Sharma,Thank‑you email with wellness gift voucher
C00404,Likely_to_Leave,1.58,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00405,Stable,0.11,Meera Iyer,Thank‑you email with wellness gift voucher
C00406,Stable,0.04,Santosh Rao,Thank‑you email with wellness gift voucher
C00407,Stable,0.06,Kunal Desai,Thank‑you email with wellness gift voucher
C00408,Stable,0.35,Anita Paul,Thank‑you email with wellness gift voucher
C00409,Stable,0.47,Aditi Sharma,Thank‑you email with wellness gift voucher
C00410,Likely_to_Leave,2.04,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00411,Likely_to_Leave,20.9,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00412,Stable,0.06,Santosh Rao,Thank‑you email with wellness gift voucher
C00413,Likely_to_Leave,38.03,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00414,Stable,0.42,Anita Paul,Thank‑you email with wellness gift voucher
C00415,Stable,0.03,Aditi Sharma,Thank‑you email with wellness gift voucher
C00416,Likely_to_Leave,2.58,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00417,Likely_to_Leave,4.49,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00418,Likely_to_Leave,3.41,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00419,Likely_to_Leave,4.56,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00420,Stable,0.08,Anita Paul,Thank‑you email with wellness gift voucher
C00421,Likely_to_Leave,9.69,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C00422,Stable,0.12,Rahul Singh,Thank‑you email with wellness gift voucher
C00423,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C00424,Likely_to_Leave,21.8,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C00425,Likely_to_Leave,9.05,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00426,Already_Left,76.21,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C00427,Stable,0.13,Aditi Sharma,Thank‑you email with wellness gift voucher
C00428,Stable,0.1,Rahul Singh,Thank‑you email with wellness gift voucher
C00429,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C00430,Stable,0.3,Santosh Rao,Thank‑you email with wellness gift voucher
C00431,Likely_to_Leave,2.51,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00432,Stable,0.32,Anita Paul,Thank‑you email with wellness gift voucher
C00433,Stable,0.13,Aditi Sharma,Thank‑you email with wellness gift voucher
C00434,Stable,0.37,Rahul Singh,Thank‑you email with wellness gift voucher
C00435,Likely_to_Leave,25.09,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00436,Likely_to_Leave,60.0,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C00437,Likely_to_Leave,59.01,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C00438,Likely_to_Leave,9.31,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C00439,Already_Left,90.18,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00440,Likely_to_Leave,2.91,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00441,Likely_to_Leave,21.14,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00442,Stable,0.33,Santosh Rao,Thank‑you email with wellness gift voucher
C00443,Likely_to_Leave,18.55,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C00444,Stable,0.68,Anita Paul,Thank‑you email with wellness gift voucher
C00445,Already_Left,85.11,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C00446,Likely_to_Leave,27.76,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C00447,Likely_to_Leave,10.98,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C00448,Already_Left,94.23,Santosh Rao,Win‑back call by agent Santosh Rao + 25% discount on re‑joining Premium plan
C00449,Stable,0.61,Kunal Desai,Thank‑you email with wellness gift voucher
C00450,Stable,0.14,Anita Paul,Thank‑you email with wellness gift voucher
C00451,Stable,0.15,Aditi Sharma,Thank‑you email with wellness gift voucher
C00452,Likely_to_Leave,4.85,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C00453,Likely_to_Leave,7.78,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C00454,Stable,0.09,Santosh Rao,Thank‑you email with wellness gift voucher
C00455,Already_Left,38.17,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C00456,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
